CUSTOMER,PhoneNumber, REVENUE ,MOU,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,PHONES,MODELS,EQPDAYS,SETPRC,ProfitMargin,MONTHS,customer service calls,TotalNumTexts,DataUsageGB,CompetitivePackage,NumEmails,MinWebSurfing,MinMusicStreamed,NumPhotoUploadSocialMedia,NumMinStreamVideo,NumMinOnlineGames
1080084,415-366-7912, 408.83 ,812.75,0,38.75,0,-38.75,12.42,9,28.67,24.33,4,1,171.05,42.33,13.67,100.67,99.33,37.67,0,2.33,2,2,27,129.99, 1.12 ,62,0,0,3482.85,355.6853625,52,89,71,26,151,120
1080186,415-399-8845, 345.01 ,465.25,0,43.5,0.1,322.75,45.26,2.33,8,4.33,0,2,66.9,17.67,3.33,48,26.33,10.33,0,0,1,1,209,0, 0.66 ,110,0,38,3464.64,407.10944,105,89,117,30,140,90
1080388,510-368-2583, 333.43 ,1128.25,11.88,17.25,0,-133.25,-13.22,19,1,73.67,6,0,231.74,30,3.67,381.33,55.67,20,0,0.67,3,3,79,199.99, 0.62 ,16,1,0,2797.5,590.175525,174,100,97,24,111,179
1080418,408-360-6309, 255.09 ,210.5,0,0,0,248.5,8.75,0.67,0,7.67,1.67,0,1.85,2.33,0,11,3.33,0.67,0,0,2,2,319,99.99, 0.62 ,73,0,0,2059.55,285.6966,96,75,100,9,78,155
1080789,408-359-5890, 371.71 ,289.5,2.48,0,0,-152.5,1.08,2,0.33,9,0,0,15.62,13,1,31.67,22.67,2.33,0,0,2,2,114,79.99, 1.29 ,128,7,0,3465.65,371.71375,250,79,72,14,152,177
1080828,408-332-2462, 319.20 ,257.25,4.95,0,0,34.75,0,3.67,0.33,8.33,0,0,18.1,15,4.33,64,26.67,4,0,0,1,1,269,0, 0.92 ,39,2,0,3317.05,316.0067625,191,98,26,2,158,45
1080846,415-381-9196, 314.16 ,1789,22.77,138,0.39,871,35.95,6,0,68,3,0,367.1,15.33,11.33,245,62.33,6,0,4,2,2,376,79.99, 0.66 ,103,1,28,3319.94,254.465955,164,90,21,3,159,47
1080952,415-329-3222, 178.44 ,970.75,3.47,90.5,0.2,30.25,24.22,7.67,1.67,8.67,0,0,423.62,37.67,8,98.33,96.33,9.33,0,2.67,1,1,314,0, 0.35 ,119,3,29,1334.57,224.837865,209,101,80,0,48,90
1081026,510-363-5819, 377.74 ,463.5,0,13.5,0,76.5,8.74,12,6.33,44.33,0.67,0,135.2,0,0.33,97,132,18.33,0,5.67,2,2,53,29.99, 1.07 ,173,2,21,3608.93,415.513725,118,80,16,13,172,67
1081272,510-413-9269, 230.85 ,682.75,0.5,93.75,2.7,-682.75,-29.62,26.33,28,112,3.33,1,151.2,36.33,18.67,149.67,235.33,54.33,0,2,1,1,268,0, 0.59 ,128,0,32,2503.41,283.9402725,117,36,31,3,117,43
1081616,510-330-7483, 391.86 ,1505.75,0,46.75,0,-438.75,-18.7,15,0,48,5.67,0,354.12,111.33,30.33,136.33,189.33,15,0,8.33,2,1,180,129.99, 0.75 ,86,1,0,3894.85,466.3178625,41,32,87,2,176,34
1081794,415-403-7775, 421.59 ,530.75,0.25,4.5,0,-106.75,28.2,1.67,3,12.67,8,1,0.22,9,0,38.33,29.33,4.67,0,0,1,1,204,0, 1.04 ,114,0,32,4114.06,725.14254,85,109,113,12,178,48
1082173,408-360-2479, 327.30 ,456.5,0,0,0,-54.5,-0.32,1.33,0.33,13.67,1.33,0,0,0,0,14,44,1.67,0,0,1,1,203,0, 1.08 ,104,1,0,2909.55,274.92885,190,61,113,0,120,164
1082195,415-394-3791, 281.12 ,390,0,0,1.53,-2,-0.75,4,11,63.33,0.33,0,134.52,22,1.33,44.67,88,15,0,0.33,1,1,265,0, 0.99 ,148,2,0,2648.35,500.386925,63,100,94,27,104,146
1082201,408-384-2632, 281.02 ,819.75,0.5,25.25,0,114.25,-5.82,4,0,29.67,0.67,0,371.06,48,77.67,159,157.33,4,0,3.67,1,1,372,0, 1.18 ,129,1,0,1997.9,491.789375,188,34,79,7,80,145
1082451,510-359-8466, 292.08 ,1945.5,6.68,129.75,1.16,-443.5,-23.67,13,16.33,148.33,2.33,1,780.52,35,1,619,407.33,29.33,0,44.67,2,2,228,149.99, 0.75 ,100,3,30,2831.05,426.434975,188,79,35,10,130,55
1082757,408-331-8909, 354.82 ,110.25,0,0,0,4.75,0,0.67,6.67,16.67,0,0,13.11,11,0.33,34.33,42,7.33,0,0.67,1,1,264,0, 0.71 ,121,2,35,3201.45,436.4270625,210,110,44,16,145,32
1082886,408-359-5160, 329.95 ,1037.25,0,78.5,0,-386.25,-2.34,3.33,3,48.33,0.67,0,75.19,21.67,6.67,68,48,6.33,0,1.33,1,1,201,0, 0.83 ,143,0,33,2161.54,359.640595,200,39,23,25,96,19
1083044,510-330-9833, 377.82 ,1199.25,1.73,65.25,0,-97.25,-21.6,8,0.67,39.33,4,5,191.22,55,7,131.33,243.67,8.67,0,8.67,1,1,263,0, 0.87 ,76,2,0,2899.35,381.5994625,196,75,73,20,123,94
1083107,510-362-2314, 280.56 ,452.5,0,16.5,0,214.5,11.38,6,1.33,37.67,0,0,76.19,17.67,7,85.67,73.33,7.33,0,0.67,2,2,244,149.99, 0.47 ,158,0,0,1501.25,496.5978375,50,91,15,23,64,105
1083243,510-338-8478, 250.65 ,398.5,0.5,6,0.1,-48.5,-1.31,1.67,1,23,1,0,135.36,22.67,3.67,69,77.33,2.67,0,0,1,1,369,0, 0.35 ,116,4,0,2524,378.4815,32,60,64,18,107,107
1083275,415-387-5453, 276.39 ,469.5,0.25,27.25,0,-4.5,-8.8,2.67,16.67,30,0,0.33,76.09,15.67,3.33,55.67,45.33,19.33,0,0.33,1,1,308,0, 0.80 ,54,1,0,1407.85,262.5693125,206,39,86,23,45,144
1083366,415-380-3437, 209.80 ,379.75,0,0,0,136.25,0,5,1,11.33,1.33,0,107.41,8.33,11,47.33,56,6,0,2,1,1,308,0, 1.05 ,86,0,0,2269.95,323.086225,116,43,86,7,92,172
1083700,510-365-8779, 395.17 ,57.75,0,0,0.1,75.25,0.14,0,0,4.67,0,0.33,2.31,3,0,15,3.67,0,0,0,1,1,368,0, 0.79 ,108,1,0,3091.7,486.056025,72,70,18,17,145,68
1083945,510-407-2750, 293.24 ,1564.75,2.72,313.5,1.28,132.25,123.39,14.33,2.67,27.67,0,0.33,486.7,103.33,49,320.67,213.33,17,0,8.67,2,1,293,129.99, 0.54 ,66,4,0,3436,325.4964,66,86,94,19,146,101
1084069,408-396-8265, 120.76 ,724.75,0.5,0,0,-58.75,7.68,19,2,52,0,2,125.1,68,19.67,52.67,201.33,21,0,0,1,1,198,0, 0.88 ,151,5,17,825.01,101.43483,222,112,38,16,27,67
1084090,510-397-4304, 246.42 ,164.25,0.25,0,4.52,-72.25,-6.32,1.33,0,26.33,0,0,45.87,12.67,0,38,43.67,1.33,0,0,1,1,198,0, 0.85 ,99,0,0,2240.95,399.202425,62,101,115,23,81,88
1084093,415-333-2611, 205.07 ,410,0.25,54.25,0,-410,-38.54,0,0,4,3.67,0,4.13,0,0,4.67,2.67,0,0,0,2,2,218,129.99, 0.61 ,55,0,0,1479.4,313.74945,109,39,73,6,56,111
1084127,510-409-8814, 284.38 ,548,0,0.25,0.16,42,0.38,0.67,11.33,13.33,0,1,62.61,7.33,5.67,80.33,54.33,12,0,0.33,1,1,260,0, 0.90 ,77,3,0,2366.45,238.88235,219,54,103,9,94,25
1084252,408-336-5406, 241.18 ,324.5,0.25,12.75,0.1,172.5,13.04,1.67,0,9.33,0,0,95.67,23.33,2.33,75,32,1.67,0,0.67,1,1,260,0, 0.53 ,78,4,0,1828.7,320.772725,54,68,98,13,66,160
1084359,415-343-6940, 360.55 ,1031.25,0.25,18.5,0,-95.25,1.68,7,0,12.33,6.67,0,346.53,30.33,9,79.33,77.67,7,0,2,1,1,259,0, 1.01 ,89,1,0,3040.5,558.848625,52,82,26,12,141,167
1084607,415-361-9923, 189.49 ,1971,0,141.5,0,192,48.19,55.33,5.33,139,1.33,19.67,680.22,71,16,234.67,442.67,60.67,0,17,1,1,197,0, 0.88 ,101,0,0,1208.1,197.067,76,42,61,7,44,174
1084835,415-350-6639, 296.42 ,75.75,0,0,0,-14.75,1.18,1.33,3.33,11.67,0,0,3.89,2.33,0,12.67,7.33,4.67,0,0,1,1,195,0, 1.22 ,44,2,34,2142.62,388.305615,151,105,99,30,77,109
1084858,408-376-4300, 218.88 ,281.75,0.5,29.25,0,-78.75,-11.05,1,0,11.33,0.33,0,75.07,18.67,0.33,68.67,30.33,1,0,0,1,1,303,0, 0.79 ,98,2,21,2421.18,203.557005,181,74,33,5,111,80
1085078,510-349-6567, 204.67 ,410.5,3.96,0,0,70.5,-26.73,6.33,0.33,14.33,0,0.67,23.18,17.33,1,113,17,6.67,0,1,1,1,194,0, 0.85 ,64,1,37,1310.91,307.002375,141,43,82,18,42,170
1085429,415-333-7749, 206.92 ,367.25,0,10.5,2.73,-47.25,1.33,0.67,11.33,13.67,0.33,0.67,121.7,31.67,5.33,93,40.33,12,0,0.67,1,1,254,0, 1.04 ,141,1,0,1445,343.4789,138,106,75,26,48,108
1085755,415-408-6089, 179.99 ,1082,0,7.25,0,94,-0.29,3.67,1.33,32.67,4.33,3.67,717.06,21.33,15.33,62,81,5,0,2,1,1,298,0, 0.40 ,81,1,33,1414.49,313.176945,218,112,47,4,57,133
1085791,510-375-2165, 278.98 ,518,0,31,0,94,21.35,1.67,5.33,61.67,0,0.33,153.93,30.67,0.67,131.33,62.67,7,0,1,2,2,239,149.99, 0.80 ,162,2,0,1669.1,485.42955,170,60,55,5,69,103
1085906,415-400-6999, 191.67 ,233.75,0.25,0,0,16.25,-0.25,1.67,0,7.33,0,0,51.16,7,0.67,55.33,23,1.67,0,0.33,1,1,297,0, 0.86 ,83,0,41,1970.78,166.751595,228,55,26,14,87,152
1085924,510-420-7823, 325.83 ,860,5.2,31.25,0,-29,-20.58,1.67,28.33,20.33,0,0,203.62,17.33,4,188.33,89.67,30,0,3.67,4,4,95,79.99, 0.36 ,100,1,0,2299.6,394.2543,136,72,37,14,102,84
1086355,510-366-5241, 313.54 ,392.25,0,10.75,0,-87.25,-4.08,1,17,4.67,0,0.67,42.73,11,3.33,65.33,34.67,18,0,0,1,1,186,0, 0.30 ,59,1,0,3236.55,533.020125,123,44,72,3,145,82
1087040,415-413-3412, 347.36 ,17.25,0,0,0.17,-3.25,-0.17,0.67,0,1.33,0,0,1.55,3.33,0.67,6.33,2.33,0.67,0,0,1,1,291,0, 1.15 ,179,0,38,3856.19,587.0455825,112,65,120,5,166,41
1087399,408-406-2752, 381.31 ,1388.5,3.96,94.25,0.86,339.5,-44.27,21.33,28.67,107.33,13.33,5.67,244.44,41.67,8.67,101.33,257,50.67,0,0.67,4,2,70,99.99, 1.11 ,79,0,0,2882.65,396.5611,234,115,38,7,132,76
1087548,415-337-8078, 172.22 ,325.5,0,0,0,-35.5,-5,4.67,0.67,25,0.67,0,68.12,33.67,12.33,55,42.67,5.33,0,0.67,1,1,242,0, 0.60 ,117,2,0,1808.2,232.49025,93,31,60,0,77,79
1088149,408-402-1942, 230.99 ,827.5,1.49,38.75,0.42,-300.5,-91.43,7,2.33,121,4.33,0,111.3,48.33,12,121.33,135.33,9.33,0,0,2,2,44,129.99, 0.40 ,64,1,0,1794.5,311.833125,125,77,42,15,76,30
1088319,415-371-7917, 356.71 ,850.25,2.23,0,59.27,-850.25,-194.18,9.33,10.33,35,2,0,159.82,59,10,218.67,123.33,19.67,0,2.33,2,1,220,199.99, 0.74 ,31,1,0,2706.3,585.0085,182,84,80,6,115,131
1088510,408-343-6374, 169.09 ,602,0.5,102,0,-518,-35.5,25.67,13.67,123,1.33,1.33,176.41,12.67,1.33,70.33,82,39.33,0,0,1,1,277,0, 0.56 ,124,1,0,1340.35,184.3040125,217,66,35,6,56,115
1088663,408-385-8730, 337.22 ,1188,0,32.5,0,187,-9.1,15.67,0.33,60.33,46.67,0.67,297.77,46,0.67,202.33,196.33,16,0,2,1,1,275,0, 1.18 ,122,0,23,3047.24,377.68976,142,53,52,8,138,91
1088933,408-393-7892, 130.67 ,1697.5,6.93,100.5,0,-9.5,-0.67,27.33,28.33,152,22.67,0.67,235.34,128,17.67,247,283.67,55.67,0,7.33,1,1,333,0, 0.98 ,37,4,39,1229.22,114.99092,160,33,72,12,42,119
1089036,408-407-6748, 294.73 ,1285.25,0.74,78.75,0,221.75,-0.87,15,0,11.67,18.33,0.33,231.21,202.67,40.33,217,288,15,0,0.67,1,1,225,0, 0.49 ,90,2,29,2683.22,250.521775,229,42,76,22,112,32
1089597,408-341-4463, 212.62 ,932,0.25,0,0,-157,-0.25,8.33,4,77.67,9.67,2.33,323.56,8.67,6,202.67,123.33,12.33,0,1.33,2,2,326,129.99, 0.61 ,159,3,0,1453.5,325.312425,53,113,60,30,50,163
1089665,415-351-2587, 204.71 ,728,2.48,5.25,0,-87,-1.2,5.33,7,65.67,11,0.33,164.77,33.67,7.67,188,139.33,12.33,0,2,1,1,265,0, 0.33 ,148,1,0,1765.1,305.021625,156,70,73,28,65,39
1089689,415-421-9752, 230.91 ,64.5,1.73,4.5,0,-62.5,-3.53,1.33,0,4.33,0,0,1.4,0.67,0.67,9.33,2,1.33,0,0,1,1,265,0, 0.55 ,39,2,36,2244.83,182.4206775,124,103,116,0,87,39
1089703,408-356-4001, 364.09 ,356.5,0,0.25,0,21.5,-0.1,4.33,1.67,60.67,0,0,22.08,14.33,1.67,135.33,36.67,6,0,1,1,1,326,0, 0.85 ,77,6,0,2869.8,538.8458,170,106,66,21,122,129
1089726,408-328-9869, 297.90 ,366.75,0,0,0,-101.75,0,7,2.33,42,0,0,50.26,6.33,0.67,76,58.33,9.33,0,0,1,1,218,0, 0.93 ,194,1,0,2079.65,509.4154125,77,48,50,30,84,169
1090133,415-343-5709, 353.81 ,891.75,0.25,0.5,0,4.25,-0.82,15.67,0.67,58.67,18.33,2.67,145.01,18,8.33,94.33,178.67,16.33,0,2,2,2,311,129.99, 0.52 ,154,1,0,2690.5,339.6552,172,98,22,7,126,72
1090962,415-334-1872, 347.27 ,344.75,0.74,0,0,-110.75,-16.22,5,13,51.67,6.67,2.67,86.87,5.67,7.67,105,72,18,0,0.33,1,1,314,0, 1.28 ,112,1,0,2399.85,284.760375,180,105,101,18,93,53
1091036,415-350-1040, 398.20 ,544.5,0,74.25,0,-394.5,-75.53,20,2.33,41.67,0.33,0.33,231.65,68.67,28.67,93,131.67,22.67,0,4.67,1,1,206,0, 0.72 ,45,0,0,3706.45,649.0721125,236,113,73,20,162,172
1091186,415-369-3214, 387.76 ,614.75,0.25,0,0,42.25,2.45,2,19.33,48,0,0,133.12,22.67,12,52,75.33,21.33,0,0,1,1,205,0, 0.63 ,132,1,0,3901.7,480.8193,204,50,93,23,168,160
1091427,415-385-6778, 430.99 ,2355.25,0.99,139.5,0,226.75,-28.23,17,21,154,12.67,0,605.37,175.33,41.67,236.67,549.33,38,0,30.67,2,2,93,79.99, 0.69 ,128,0,0,3937.35,749.924775,235,80,68,1,180,143
1091961,415-383-7689, 318.68 ,183.5,1.24,0,0,-38.5,3.4,1,0,16,1,0,22.6,15.67,8,35.67,65.33,1,0,0,1,1,304,0, 0.72 ,135,2,0,3799.4,516.2535,242,94,115,16,160,119
1091968,408-385-5722, 403.56 ,1143.75,3.22,18.25,0.29,534.25,-7.1,12.33,33.67,82.33,8,0.33,227.58,57,9.33,100,229,46,0,5,1,1,197,0, 1.02 ,56,1,0,3067.15,302.6671875,143,36,16,15,144,160
1092061,415-357-1909, 432.46 ,343.5,0,0,0,-154.5,0,1.33,0,7,0.33,0,14.89,11,2,3.67,20.33,1.33,0,0.33,1,1,303,0, 0.44 ,151,1,0,3693.65,700.591275,56,37,79,10,164,178
1092184,415-364-3567, 326.37 ,534.75,0,22.5,0.88,-81.75,-9.88,0.33,0.33,15.67,0,0,92.08,6,7.67,71.67,34.33,0.67,0,1,1,1,194,0, 1.19 ,32,1,0,3169.05,251.3039375,66,87,37,26,143,30
1092255,415-422-4241, 363.56 ,242,0,7.5,0,8,-3,5.33,2,12.33,0,0,31.77,6.67,0.67,53.67,25,7.33,0,0.33,1,1,193,0, 0.94 ,90,3,0,3761.65,618.058375,148,37,78,26,165,15
1092272,415-370-2957, 402.98 ,387.25,0,49,0,-248.25,-20.39,9.67,1,42,0,0,31.27,21.67,0,82.33,64.33,10.67,0,2,1,1,239,0, 0.67 ,87,2,21,3797.43,648.7933725,45,35,119,1,164,124
1092356,415-329-6562, 224.38 ,1248.5,0,0,0,-205.5,0,2,0,33.33,0,0,0,0,0,25.33,58,2,0,0,1,1,192,0, 0.81 ,138,1,0,1907.6,242.3304,205,95,105,26,65,118
1092507,408-363-3515, 277.05 ,15,0,2.5,0,15,3,0,0,0.67,0,0,0,0.33,0,1.67,3.67,0,0,0,1,1,236,0, 1.06 ,79,2,0,2026.55,265.9692,244,67,91,3,80,93
1092509,415-374-7787, 331.31 ,154.5,0,0,0,40.5,0,0,0,2,0,0,24.29,0.33,0,32.67,6.33,0,0,0,1,1,297,0, 1.02 ,95,1,0,2503.8,288.23535,209,111,16,30,111,158
1092656,415-345-2931, 386.87 ,537.75,0,0.75,0,-58.75,-1.68,4,11,67,0,5,129.87,22.67,9.67,64,113.67,15,0,2.33,1,1,235,0, 0.51 ,127,4,0,3571.5,359.791425,204,86,50,26,159,149
1092704,510-373-5732, 251.63 ,87.25,0,0.5,0,-53.25,-0.2,0,0,11,0,0,0,2.67,0,24,6.67,0,0,0,1,1,295,0, 0.75 ,137,0,0,2345,259.17375,245,79,39,24,101,85
1093181,415-348-7437, 233.57 ,1125.25,0.25,179,0,790.75,187.7,11.33,0.67,39,1.33,0,284.63,15,0.33,199,52.33,12,0,1,1,1,183,0, 0.75 ,97,1,0,757.6,189.1917,95,97,75,14,17,93
1093455,415-332-9460, 227.08 ,614.25,0.25,20.25,0,990.75,38.87,0.67,0,14.67,6.33,0,53.97,2.67,0,19.33,31.67,0.67,0,1.33,1,1,285,0, 0.73 ,149,0,0,1684.6,247.51175,59,97,88,8,63,27
1093489,415-355-6531, 345.62 ,618.75,0,7.25,0,95.25,-2.9,17,0.67,26.67,2.67,0.67,190.8,13.67,0.67,60,60.33,17.67,0,0,1,1,224,0, 0.57 ,117,2,22,3747.36,476.95836,100,94,33,14,175,81
1093591,408-336-9390, 283.13 ,3052,12.87,717.25,0,-552,-89.32,43,4,479,2,3.33,696.14,169.67,58,765,398.33,47,0,3.67,1,1,283,0, 0.37 ,84,2,0,1776.85,314.2784625,197,40,21,6,81,115
1093603,415-346-8581, 283.16 ,721,4.95,122.75,0,-293,-52.67,3,2,14,0,0.33,190.71,20.33,4.67,157,65.33,5,0,1,1,1,222,0, 1.11 ,137,1,0,3274.05,506.8631125,54,119,28,7,154,73
1093881,415-363-8824, 306.46 ,2069.25,3.22,126.75,0,-451.25,-49.48,22,6,112.67,12.33,1,539.31,54,13,279.67,333.67,28,0,17.67,2,1,278,129.99, 1.17 ,99,1,0,1923.9,269.687,106,108,99,2,74,28
1094200,510-353-3351, 269.24 ,64.75,0,0,0,-38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,163,199.99, 1.08 ,54,2,0,1695.4,247.6962,184,64,32,25,70,86
1094201,415-360-4320, 321.73 ,302,0,0,0,-9,0,2,0.33,36,0.33,0,13.55,11.67,0,70.67,29,2.33,0,0.33,1,1,211,0, 0.97 ,85,0,0,2876.75,511.5447375,171,96,104,16,116,141
1094605,510-417-6252, 290.70 ,1129.5,0,54.25,0.74,-201.5,-26.79,19.67,0,27.33,0,1.67,314.31,63,16.67,104.67,237,19.67,0,1.67,3,3,78,149.99, 0.66 ,150,3,0,3320.55,369.1905875,179,40,78,27,142,73
1094776,415-393-4949, 295.73 ,586,2.48,0,0,-6,1.29,2.67,13.67,23.67,0,0.33,115.23,91,33.67,171,104,16.67,0,2.67,1,1,198,0, 0.33 ,43,0,0,2238.65,446.5504125,230,103,100,16,85,107
1094806,415-401-3156, 261.54 ,188.5,0,11.25,0,-74.5,-4.5,1.67,4.33,18,0,0.33,9.55,24,1.33,29.33,27,6,0,0.33,1,1,260,0, 0.60 ,35,0,0,2912.5,413.22925,115,59,29,1,137,155
1094997,415-338-6283, 363.59 ,956.25,1.24,0,0,-404.25,-14.74,24.67,2.33,52,2.67,0.67,161.34,17.67,3.33,75.33,113,27,0,0,1,1,255,0, 0.45 ,98,2,0,3148.55,498.1200125,92,95,48,5,144,116
1095071,510-352-9017, 257.83 ,217.5,0.25,11.5,0,88.5,11.34,4.33,1.33,18.67,2.67,0.67,63.24,0.33,0.67,71.67,26.33,5.67,0,0,1,1,193,0, 0.82 ,112,2,0,2833.5,464.0985,49,37,73,20,120,149
1095307,510-405-5305, 342.45 ,332.5,1.49,0,0,102.5,3.77,6,1,78.67,2,4,57.25,43.67,30.67,87.67,69,7,0,1.33,2,1,149,129.99, 0.40 ,16,3,0,2360.7,599.291875,36,30,94,28,91,77
1095341,415-376-9249, 289.32 ,192,0,3,1.39,9,-1.81,1.67,1.33,14.33,0.33,0,46.83,10.67,8.67,61.67,13.67,3,0,0,1,1,187,0, 1.24 ,98,1,22,1774.46,454.239465,102,98,101,1,65,176
1095443,408-339-7139, 269.06 ,649.5,0,104.75,0.68,137.5,39.79,17.67,1.67,64.67,1.67,0.33,146.66,22.33,6.67,170.33,57.33,19.33,0,4.33,1,1,185,0, 0.38 ,84,0,0,2875.75,446.641675,69,82,72,27,121,44
1095499,415-328-6011, 329.41 ,301.25,3.22,26.25,0.48,-15.25,-29.59,3.33,2.33,15.33,1.33,0,74.11,8.33,1.67,72.33,30.67,5.67,0,0,1,1,245,0, 0.62 ,94,0,0,3183.85,484.2308625,127,34,93,11,136,110
1095628,510-378-1303, 258.01 ,328.25,0,28.75,4.88,-77.25,-14.4,8.67,0,0,1.67,0,84.65,14.33,0.67,105.67,50,8.67,0,0,1,1,181,0, 0.37 ,84,0,0,1235.15,335.408125,44,79,105,26,33,16
1096065,415-402-5155, 385.79 ,675.75,0,0,0.56,-76.75,-0.56,11.33,1.67,37.67,0.67,0,42.52,10.33,3.67,41.33,91.33,13,0,0,1,1,227,0, 0.66 ,66,0,0,3241.75,478.38115,77,66,63,18,143,97
1096067,415-333-5430, 333.32 ,608.5,0,34,0,432.5,40.8,10.33,1.67,69.67,6,0,67.67,18.33,1.33,65.67,93.33,12,0,0,1,1,227,0, 0.45 ,98,2,31,3578.28,586.64496,99,76,27,16,167,127
1096467,415-365-9696, 383.06 ,50.75,0,0,0,32.25,0,0.67,0,2,0,0,0,0,0,4,2.67,0.67,0,0,1,1,212,0, 1.12 ,74,1,0,2985.8,586.07415,70,90,55,17,132,74
1096470,408-410-4023, 221.80 ,1511.75,0,105.75,0,439.25,62.56,8.33,7.33,124.67,1.33,0,449.75,43.33,26.33,295.67,93.67,15.67,0,8.67,3,2,95,149.99, 0.48 ,96,1,26,837.58,377.05745,156,104,33,20,28,55
1096519,510-411-7649, 375.03 ,820.5,0,0,0,-24.5,0,5,2,22.33,3,0,41.84,8,1.33,63.33,101.33,7,0,0.67,1,1,211,0, 0.55 ,119,1,0,2786.4,480.0384,104,92,100,2,116,141
1096535,415-338-4065, 321.99 ,1163,0,5.5,1.28,-167,-1.85,10.33,77,34.67,7,0,354.5,53.33,13.33,81,86,87.33,0,5.67,1,1,210,0, 1.30 ,73,2,0,3122.5,502.3005,49,105,115,12,128,69
1096745,415-421-9401, 219.42 ,956.25,0.74,16,7.46,-614.25,-57.76,3.67,4,57.33,9.33,0,73.9,12.67,0.67,75.33,66,7.67,0,1.33,2,2,203,99.99, 0.56 ,92,2,0,1291.5,375.212475,141,49,69,20,44,81
1096918,415-343-9658, 185.78 ,361.75,0,30,0,150.25,18.25,1.33,6,17,0.33,1.33,31.12,19.67,10.33,43.33,25,7.33,0,1.33,1,1,199,0, 0.34 ,21,0,0,1479.15,167.198625,37,70,103,17,47,114
1097092,510-332-5521, 137.47 ,1248.5,1.98,205.5,1.58,714.5,25.58,14.33,7.67,104,14.33,0,129.11,12.33,0.67,176.33,87.67,22.67,0,0.67,2,2,169,99.99, 0.80 ,122,1,0,575.65,217.208525,95,70,26,22,16,97
1097235,510-349-4369, 373.06 ,206.5,0.74,37,0,508.5,66.71,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,1,1,191,0, 0.60 ,133,1,0,3832.85,369.3331125,142,75,86,2,172,65
1097249,415-351-4288, 186.81 ,82,0,6.5,0.71,-7,-15.14,0.67,2,3,0,0,5.58,10.33,3.67,8.33,21,2.67,0,0,1,1,191,0, 0.45 ,145,1,0,1844.85,151.3191375,147,78,32,7,81,175
1097253,408-422-5874, 408.16 ,325.75,1.49,0,0,-114.75,-1.49,1,1,10.67,0,0,24.42,10,6.67,22.67,29.67,2,0,0.67,4,3,174,129.99, 0.88 ,25,3,0,3477,485.70445,218,54,91,28,147,43
1097446,415-396-2324, 347.68 ,842.5,2.23,190.75,0.88,-842.5,-105.12,3.33,2,48,10,0,713.08,27,0,185.33,124.33,5.33,0,3,1,1,186,0, 1.04 ,64,3,0,2561.8,604.9545,36,104,120,22,96,120
1097611,415-416-5662, 316.48 ,285.25,1.98,0,24.48,-161.25,-14.46,3,6,34,1,0,6.99,9,1.67,33.67,28.33,9,0,0,1,1,181,0, 0.93 ,85,5,0,2994,344.9632,127,65,105,5,125,132
1097703,415-363-9663, 309.90 ,11.5,0,0,0,2.5,0,0,1.33,1,0,0,0.49,12,0,18.33,2.33,1.33,0,0,1,1,934,0, 0.96 ,126,2,0,3499.2,251.019,129,55,76,28,151,75
1097839,415-410-9477, 131.17 ,78,0,70,0,-27,-7.7,0,0,9,0,0,0.72,1.67,0,26,19.33,0,0,1.33,6,4,762,9.99, 0.81 ,76,1,0,891.4,188.8776,165,55,74,8,25,167
1097979,415-352-4418, 240.60 ,581.25,0,44.25,0,-32.25,-13.13,15.67,4.67,18.67,5.67,0,205.91,16,1.33,143,23,20.33,0,0.33,3,2,353,29.99, 1.13 ,113,3,0,1826.2,204.50575,52,104,81,11,70,93
1098026,510-361-6563, 348.20 ,725.25,0.74,149,0,-29.25,12.7,3,0.33,31.67,0,0.33,288.97,39,18.67,174.67,47.67,3.33,0,0.67,2,2,233,29.99, 0.70 ,224,3,0,2559.95,424.799425,98,89,21,24,116,44
1098081,408-417-4404, 343.55 ,194.75,2.97,0,0,180.25,0.99,2,0.33,15.67,0,0,27.09,6.67,1,78.33,23.67,2.33,0,0,1,1,1344,0, 0.85 ,117,2,0,3016.05,274.843,91,54,90,4,130,90
1098469,408-372-8048, 206.61 ,728,1.65,386.33,0,-28,-6.62,8.33,2,28.33,0.33,0,195.44,42.33,22,267,52.33,10.33,0,0,2,2,29,29.99, 1.30 ,128,0,34,1244.12,272.72388,167,67,101,24,33,170
1098575,415-356-3646, 299.16 ,425.75,2.23,56.5,0,22.25,-3.34,6.33,0.33,17,0,0,86.92,66.33,16.67,110,122.33,6.67,0,0,5,4,81,149.99, 0.32 ,115,2,0,3251.25,415.8376125,225,60,84,9,141,120
1098599,415-351-9604, 304.93 ,995.75,20.05,0,0,190.25,14.6,12,1.33,45.33,0.67,0,193.49,11,8.33,219,87.33,13.33,0,4.33,2,2,1018,9.99, 0.86 ,141,1,28,3020.94,353.71938,247,31,118,29,118,115
